unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,exponential_smoothing,xgboost,random_forest,gru,vae,lstm
realAdExchange/exchange-2_cpc_results.csv,0.906113891,1648,-291.6510964,3.322436283,0.662954667,3.69E-10,2.18E-10,0.164412042,1,288,0.484035057,0.0000000254,11.79580062,-2.40289656,0.648381636,0.911623402,0.81239442,9,244,0.745946938,0.027200754,0.444848575,0.015500628,0.320453228,0.07070027,0.999999985,4.96E-14,,,,,20,0.523455816,219,0.33375134,0.84455984,1.723963856,0.019726552,0.033047797,-0.474200381,0.247258506,0.53356396,0.0157966409691895,0.0178771264132406,0.0215534989352748,0.013053369,0.0202011424850141,0.014764724
realAdExchange/exchange-2_cpm_results.csv,0.720425088,1648,-352.407911,0.688889774,0.413818001,0.00000000115,0.00000000132,0.041317719,1,288,0.206695603,0.0000000653,4.616676925,1.809425931,0.424546168,0.343857558,0.840395395,131,172,0.782421409,0.032975613,0.579684192,-0.01062442,0.353325576,0.054246171,0.895547099,4.21E-19,,,,,16,0.483681358,228,0.270601277,0.823061956,2.040337383,-0.122537461,0.066927979,-0.590594407,0.359987209,0.60183812,0.0664201738014875,0.068205404058491,0.126764082373895,0.057446253,0.0803250624161177,0.073737887
realAdExchange/exchange-3_cpc_results.csv,0.827409618,1647,-689.7020898,0.784405989,0.248606306,0,0,0.072987159,1,288,0.12822266,0.00000433,-2.344296093,8.364619301,0.423088624,0.25447061,0.503605223,180,24,0.379640147,0.146087377,0.655175511,-0.054273356,0.513498312,0.414012208,0.598325641,0.0000000143,,,,,35,0.813992716,361,0.243241168,0.595922083,0.603031039,-0.17690224,0.101971264,-0.466518992,0.270492081,0.155810615,0.0354624501699743,0.0432848014806387,0.0400230819826658,0.030156278,0.0390162675081007,0.030748521
realAdExchange/exchange-3_cpm_results.csv,0.898996054,1647,-377.5375958,3.913879296,0.716321533,6.29E-10,1.22E-10,0.143555097,1,288,0.413560217,0.00000246,9.544831948,12.9576856,0.539185518,0.404425717,0.659569873,43,8,0.591957378,0.044261548,0.49684448,0.009494285,1.757994549,0.272550762,0.91365622,0,,,,,24,0.662637087,257,0.09889846,0.764778989,1.248004749,-0.058559624,0.040519057,-0.454638929,0.217878479,0.290426742,0.194865887352288,0.280654915545108,0.242408762626773,0.126168411,0.332026022309838,0.149862966
realAdExchange/exchange-4_cpc_results.csv,0.520317035,1647,-1862.138673,1.727023968,0.014715139,1.6E-13,0.00000000414,0.026715953,1,288,0.039067477,0.0000242,4.808358797,1.054506354,-0.075468178,0.031089337,0.374205322,254,254,0.028190432,0.526489621,1.105442503,-0.01152824,0.344567181,1.962780417,0.012079784,0,,,,,712,0.94154196,287,0.003958305,0.040632547,0.032792275,-0.50457642,0.263658053,-0.670898485,0.492239467,-0.000594679,0.0416836595197487,0.0395253107087151,0.043988572996644,0.033989752,0.0513671910686787,0.033636395
realAdExchange/exchange-4_cpm_results.csv,0.390779215,1647,-1839.697103,0.18173645,0.006275253,2.64E-12,5.94E-15,0.011182966,1,288,0.013752966,0.0000147,0.980168545,1.640954462,-0.054893271,0.036187277,0.41689043,254,254,0.024305526,0.526397465,1.110011428,-0.020631958,0.278744022,1.921403308,0.000000015,3.75E-10,,,,,488,0.94378823,315,0.005726542,0.03055314,0.026502796,-0.504210375,0.263339936,-0.671190536,0.494803736,0.0000601,0.209124320610973,0.200500879364633,0.221372961200381,0.172731086,0.292099674563152,0.170312882
realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.542712999,4032,-4111.795313,0.209819437,0.000000897,0.000000583,0.00000251,0.002084299,1,288,0.003192154,0.00000471,1.237211669,1.075043041,-0.155499413,0.043110351,0.299291468,152,157,0.002426266,0.520331534,1.071797601,0.126548503,0.066191045,0.282100524,0.0000000149,0.0000000076,,,,,290,0.938935087,572,0.000132772,-0.040141931,0.00277556,-0.508070942,0.260178505,-0.66523009,0.468611887,0.10938906,0.0376713646570591,0.032142884076122,0.0402173324784949,0.025820569,0.0320367611225764,0.025738775
realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,,4032,-5479.60826,2.076331182,0.071616811,9.95E-12,4.69E-13,0.014688102,1,288,0.042086379,0.0000000888,3.895185034,-3.540914749,-0.07014396,0.158167237,0.668698972,153,242,0.027829767,1.011344536,1.400671016,0.070231996,0.029476707,0.017492402,0.006071011,0,,,,,5,0.575928747,2248,0.039872993,-0.117574187,0.446556239,-0.580916918,1.108368973,-0.731136412,1.681924481,0.571083415,0.0458307887532075,0.0741175233417613,0.0760744251575222,0.046955639,0.0447031399263578,0.04860608
realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,1.592582768,4032,-6910.25339,31.74280315,0.020787849,0.020787673,0,0.561932224,1,288,0.596348231,0.0000000309,-43.02108744,-8.639987694,-0.517753804,1.453633461,0.225064964,146,121,0.9719233,1.180132285,1.742201861,-0.016032781,0.944387978,0.072827321,0.019717596,0.019717596,,,,,9,0.538840617,1533,0.301557033,0.303369515,2.948069097,-0.680216554,1.842674219,-0.73344015,2.022622005,0.413182416,2.3431281002602,2.36580818861514,2.50090457739217,2.561401029,2.99390805404423,1.532379362
realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.950879995,4032,-654.9995574,0.489214598,0.999912102,0.00000379,0.000000198,0.076765874,1,288,0.113371575,0.000000138,1.459171914,-0.954877305,0.794555807,1.052135675,0.265194549,48,102,0.733038324,0.073721327,0.371761219,0.028987868,0.067504788,0.355272348,0.999999985,5.74E-11,,,,,505,0.808056242,1691,0.58757708,0.818553721,1.326404929,0.123968788,0.098248401,-0.371219,0.192936864,0.11613036,15.7738759606324,22.7536659482375,21.0038706948505,5.856618745,6.75456918790439,5.778466594
realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,1.023656474,4034,-62.56596797,1.451361513,0.645012807,0.00000000354,0.00000122,0.482681164,1,288,0.581725263,0.0000001,-3.169422618,16.6532916,0.937753614,7.247424409,0.23009618,2,49,1.036640394,0.108017902,0.740144252,0.008338205,1.248846943,3.619412837,0.636477453,0,,,,,320,0.493050017,851,0.970267798,0.969111397,8.553823305,-0.278467337,0.084796412,-0.585180514,0.351370822,0.012095609,2.90973065070176,7.07390347687108,18.1665131505047,2.916322422,7.18221091586442,1.842654538
realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.089913837,4037,-8.202838257,12.16187545,0.435309713,9.02E-11,0.0000000942,0.83482656,1,288,0.930270257,0.00000000137,34.41739213,31.33220654,0.879669863,6.663387733,0.275183826,126,124,1.22331068,0.314972631,0.993631097,0.014973601,1.939949896,0.34593657,0.419791464,3.08E-13,,,,,456,0.310188135,1638,0.996374584,0.988132705,9.567909014,-0.491751233,0.279253465,-0.680911775,0.529229549,0.32024878,1.58010744082716,2.29230563420695,5.12838181200288,1.621383893,1.60077126239952,1.606469977
realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,,4032,-4057.127914,0.045319217,0.0000169,0.0000116,0.00000418,0.000147117,1,288,0.000216686,0.00000498,-0.614996246,0.091003498,-0.114910751,0.033634426,0.335514135,155,158,0.002553127,0.520891082,1.077042175,0.195533754,0.102933487,0.007851632,0.0000000149,3.26E-14,,,,,303,0.938279708,2207,0.000147722,-0.037444066,0.00304154,-0.504269794,0.255190062,-0.665639972,0.469974722,0.200400282,0.0260341023248017,0.0317579291790668,0.0316158359460925,0.020842279,0.0304612947417124,0.02066085
realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.802616194,4032,-992.7870917,0.200876171,0.999886926,0.000000884,0.00000017,0.029571669,1,288,0.050512676,0.000000417,0.518808405,-0.763993834,0.704000761,0.688432632,0.259872154,134,128,0.659280902,0.19231221,0.461801706,0.011612258,0.217334003,0.348291675,0.99999998,0.0000000258,,,,,777,0.846909427,769,0.366378029,0.726202701,0.896081243,0.086053462,0.188678894,-0.326594526,0.247232247,0.084554488,3.39069732357586,6.58967422785466,6.82758963883152,1.686438935,6.83978006668628,1.574349129
realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,,4730,-3490.599993,1.035370757,0.021986001,0,0,0.018448369,1,288,0.032573414,0.00000179,3.483063092,-2.680187892,0.220168365,0.065551648,0.194250966,183,86,0.062991588,0.309690553,0.851401406,0.017606843,2.697195932,1.138475385,0.032150111,0,,,,,573,0.925169932,228,0.078362619,0.250537881,0.077008104,-0.369580311,0.154378368,-0.596925318,0.377258405,0.018928579,11805348.0297765,18538649.4210095,21183745.3321944,5744601.577,10922827.4134718,8900530.65
realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,,4032,-3277.146318,0.374318987,0.189672144,0,0,0.02948414,1,288,0.048799354,0.00000111,0.794872307,-1.590255153,0.335800815,0.21619007,0.224915684,47,3,0.160580127,0.300444342,0.869718651,-0.003654744,1.204698655,0.802885674,0.197474127,1.79E-13,,,,,507,0.912983446,424,0.095276271,0.367030437,0.315849632,-0.407641508,0.184379095,-0.629771906,0.432613759,0.045451915,39777982.7837543,40707373.9647861,41097782.9821437,17799612.37,11812063.8853701,17969204.05
realAWSCloudwatch/ec2_network_in_257a54.csv,0.997191869,4034,-4253.857995,0.781227422,0.124508612,0.000000199,0.00000108,0.014748067,1,288,0.017302157,0.0000752,-3.574617579,-0.857935252,0.188241494,0.20900563,0.168303927,206,206,0.201884582,0.5277479,1.127271596,0.006897571,0.115234247,13.08265129,0.11959552,4.58E-11,,,,,2387,0.964428272,972,0.096123173,0.192524927,0.209505465,-0.405548551,0.433715162,-0.532502395,0.569576445,0.02812803,14323.1497883016,618650.604655553,495969.300127788,33507.45838,303381.221255764,19534.55264
realAWSCloudwatch/ec2_network_in_5abac7.csv,0.857048438,4730,-5126.039828,0.287323209,0.018714409,1.84E-10,0.000000508,0.014366791,1,288,0.026414951,0.00000124,0.904949695,-3.449210918,0.00965372,0.008568403,0.178693233,42,64,0.010064646,0.476967626,1.051513746,0.014633135,0.030949119,0.615855969,0.027360172,5.69E-11,,,,,573,0.937374396,2575,0.043917084,0.039701943,0.018030754,-0.498057866,0.260598513,-0.656654994,0.463295924,0.020648539,157099.57502934,285588.408317571,287338.734924305,116734.4301,169199.601893898,121779.2727
realAWSCloudwatch/elb_request_count_8c0756.csv,0.83821879,4040,-4307.441063,0.624591904,0.022834045,0,0,0.03687169,1,288,0.055685585,0.000000167,-2.647330797,2.908049235,0.141720027,0.027659905,0.286835641,238,73,0.085063929,0.413018827,0.972163159,-0.000566494,0.003771831,0.068263782,0.06575406,6.44E-20,,,,,35,0.902863134,1730,0.030620201,0.228100251,0.200516773,-0.440208609,0.200151954,-0.628360754,0.408009459,0.08573876,41.9531834571039,39.7742093246762,41.7422394776108,38.55746467,40.9873044626125,37.84747548
realAWSCloudwatch/grok_asg_anomaly.csv,1.24649755,4621,-12.70982646,20.71975657,0.406679427,1.43E-10,0.0000000709,1.025455837,1,288,0.958114402,9.15E-10,-44.89016838,-38.00592737,0.763339279,3.847093463,0.177220655,5,225,1.155845705,0.217474661,0.80643256,0.005221202,2.485430176,0.003168566,0.404537226,1.82E-10,,,,,252,0.254063572,1779,0.972018889,0.987205564,9.552268994,-0.347388728,0.13837964,-0.605874138,0.39203519,0.638466373,1.48283982510025,1.42544982381294,1.46899586360916,1.405743297,1.46174728129067,1.352704263
realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.692340084,1243,-106.1615766,0.749118801,0.999999967,0.000000135,3.87E-10,0.132263949,1,288,0.327319971,0.00000132,-4.364938013,11.31588452,0.905055641,2.583584793,0.678811546,3,3,1.031682433,0.131364057,0.034519613,-0.014540696,0.092817533,3.139151932,0.999999979,2.83E-11,,,,,280,0.677267408,100,0.884200304,0.926088662,3.152482109,0.297454321,0.180080875,-0.104439337,0.04018238,-0.000728222,1261541.25247963,1436639.67329317,1341038.68664659,372180.4992,1919793.56388306,514165.4706
realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.166368698,4033,-23.91058273,21.72507706,0.26499908,3.85E-12,3.66E-11,0.95813175,1,288,0.954741781,0.00000000379,45.60223451,31.65547833,0.740570042,4.077701481,0.233923101,210,196,1.403918685,0.552934432,1.109516454,0.063786094,1.637593021,0.116058416,0.233379057,0,,,,,343,0.237848902,1370,0.875011772,0.9755891,9.438413803,-0.58861951,1.618173896,-0.779434673,2.692070209,0.659689923,0.212558381781247,0.283334630851554,0.284862648223597,0.221330196,0.267381610385002,0.223884204
realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.294493961,4032,-64.77096733,20.10261065,0.39023354,7.02E-11,0.0000000246,0.927939275,1,288,0.911984758,0.000000173,41.52147028,-9.167862031,0.656470417,1.646788837,0.210733366,83,151,1.093729664,0.247796157,0.795551025,0.016492864,0.863567213,0.093072487,0.334454791,0,,,,,946,0.242292201,1089,0.398551736,0.959303119,8.730560981,-0.277671141,0.202314276,-0.552553502,0.545905967,0.628450695,6.62173920941979,6.74782580527621,7.15589255789977,2.446730495,5.4404298714413,4.034135851
realKnownCause/ambient_temperature_system_failure.csv,1.085836179,7888,-157.61918,15.83297467,0.701508671,0.0000286,0.000113353,0.698238687,1,288,0.752401164,0.00000000259,-27.85618223,-55.60562611,0.925002519,6.2269743,0.250127406,233,170,1.052753973,0.097982668,0.758223374,-0.014149453,0.004126119,0.043476193,0.776196222,6.66E-15,,,,,175,0.322791069,501,0.918206166,0.977310476,8.132260406,-0.268220686,0.099558574,-0.645463574,0.443413833,0.523374593,4.47676346451746,5.69400304626164,6.42356927025071,0.714506291,1.29620686114464,0.761606479
realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.645124173,18050,-10076.27386,8.482092584,0.061923529,8.21E-18,0.360234754,0.077555824,1,288,0.426950935,0.0000000012,12.60078497,8.67957623,0.342430529,0.139191021,0.833031886,144,283,0.21605167,0.201356507,0.652077053,-0.021727521,1.885469757,0.233056433,0.020525718,2E-19,,,,,167,0.473043571,5441,0.656113088,0.434371809,0.20267321,-0.165871949,0.159299989,-0.463257529,0.241087342,0.755176792,7.98886877249716,12.2907491634498,12.1018365439747,4.677199493,5.85084908353693,5.56090839
realKnownCause/ec2_request_latency_system_failure.csv,0.994541047,4033,-7018.692276,1.397733716,0.02698962,0.00000000283,0.00000523,0.055182428,1,288,0.088123764,0.00000257,3.240141274,0.004020195,-0.220254791,0.112982803,0.298236935,229,287,0.092246658,0.753316598,1.044834715,0.027901466,0.244980831,0.510129467,0.030871351,1.03E-11,,,,,29,0.893153853,2275,0.045816039,-0.141437583,0.176783425,-0.619946155,0.493309606,-0.718619595,0.675912997,0.093253242,1.62394124644825,1.63005862112884,1.73908988334344,1.633342958,1.70145665082358,1.608628798
realKnownCause/machine_temperature_system_failure.csv,0.836840021,22683,-85.74027479,2.41961224,0.719401977,0.10952686,0.001133405,0.722833937,1,288,0.83574182,4.43E-10,-3.883659081,-3.341276378,0.98376169,8.466783292,0.230337511,272,185,1.089679992,0.104299548,0.777000477,-0.000534678,0.025294368,0.357256902,0.717455248,0.109584101,,,,,602,0.457143882,975,0.993367517,0.99690499,9.686593427,-0.24597041,0.091108792,-0.640907831,0.4323983,0.303268898,11.7807826726912,11.1529070282776,12.8687278881009,0.841844226,2.90273132314726,0.870433771
realKnownCause/nyc_taxi.csv,0.640473181,10320,-1002.464063,0.274078726,0.994251175,0.548911495,0.000655129,0.025582188,1,288,0.135921726,0.00000000232,-2.25986372,-7.617691598,0.962154849,3.209399565,0.718835542,135,11,1.461578393,0.487696657,0.132671557,-0.084744805,0.020086299,0.013128429,0.999999985,0.759958053,,,,,31,0.32613723,1055,0.91490048,0.970498266,3.584998406,0.663221169,0.824126305,-0.234607915,0.16562798,0.738766599,4007.35556077339,2295.08363040658,2693.57800742452,784.773484,1621.7322159698,649.6584008
realKnownCause/rogue_agent_key_hold.csv,0.787291975,5338,-785.0763797,4.042016764,0.33363788,0.00000000579,0.000000393,0.344960386,1,288,0.514592998,0.000000344,15.34029421,14.67290739,0.713559545,3.172157941,0.219652713,189,252,0.878571653,0.248830741,0.818963044,0.010164452,2.918547435,1.01717206,0.333564456,0,,,,,839,0.614254113,193,0.184470258,0.839621378,5.759927224,-0.336133486,0.134580968,-0.576679255,0.342612585,-0.005958505,0.0594872234080009,0.0458354011873312,0.0813833802338693,0.007826043,0.0284374255117367,0.020076376
realKnownCause/rogue_agent_key_updown.csv,0.372617148,5338,-5588.213147,0.267781465,0.021747176,0.00000000204,0.00000112,0.010486977,1,288,0.013800247,0.0000337,1.33250711,2.037920313,0.025735972,0.002162818,0.1881899,274,235,0.00535739,0.470606222,1.030069263,0.000629147,0.044178085,7.310765522,0.021371274,4.27E-15,,,,,1113,0.956881246,427,0.0000044,0.048595662,0.007918326,-0.4984379,0.249341152,-0.66997575,0.481680135,0.001079032,0.894342055551103,0.820160182941009,0.913531596718883,0.624910185,0.825998546770438,0.573394034
realTraffic/occupancy_6005.csv,0.944087427505874,4640,-337.152676253168,2.37993475268467,0.390567376078061,3.30111448918682E-09,2.65519395225081E-06,0.267852135705608,1,288,0.596341357981795,4.2108906518184E-08,9.9315167750911,-15.3860032773424,0.793627792649185,4.81837791379589,0.422664508659346,216,163,1.01819667078756,0.254965649696842,0.875663772539755,0.0156137461549262,0.573684963758359,2.10608260250857,0.402613391513654,0,,,,,1670,0.573943814208601,141,0.641736235935434,0.897593899716497,7.0013690270525,-0.372417572456404,0.161050169783988,-0.597480965935581,0.373176852026417,-0.0603209892592297,2.60362305679961,3.25128357526552,3.1430657280052,0.42219138,1.14447656658366,1.75900832
realTraffic/occupancy_t4013.csv,,4668,,,,,,,1,288,1,,,,,,1,1,1,,,,,,,0.005,0.0001,,,,,,0,0,,,,,,,,,3.78300150192882,4.44926035184443,4.02230996373029,0.593257351,1.5444437442024,2.544913649
realTraffic/speed_6005.csv,,4874,,,,,,,1,288,1,,,,,,1,1,1,,,,,,,0.005,0.0001,,,,,,0,0,,,,,,,,,4.11825465162542,11.841721886268,13.520426824586,1.019533096,12.1449580583153,6.750637309
realTraffic/speed_7578.csv,,2623,,,,,,,1,288,1,,,,,,1,1,1,,,,,,,0.005,0.0001,,,,,,0,0,,,,,,,,,6.50684684258902,7.63615802312057,12.3603863568188,2.003123968,6.49835181731191,7.114575827
realTraffic/speed_t4013.csv,,4668,,,,,,,1,288,1,,,,,,1,1,1,,,,,,,0.005,0.0001,,,,,,0,0,,,,,,,,,1.47155879700918,1.34916078824171,2.06516338980343,0.941375782,1.04015526347345,3.088216549
realTraffic/TravelTime_387.csv,,9955,,,,,,,1,288,1,,,,,,1,1,1,,,,,,,0.005,0.0001,,,,,,0,0,,,,,,,,,79.9417738551662,177.065265267474,260.296505595376,3.607681628,28.6992384584616,89.96973928
realTraffic/TravelTime_451.csv,,7377,,,,,,,1,288,1,,,,,,1,1,1,,,,,,,0.005,0.0001,,,,,,0,0,,,,,,,,,77.5051039306742,142.976151774771,148.170950254576,6.025404767,22.8259893991449,63.2959892
realTweets/Twitter_volume_AAPL.csv,0.464076504,15902,-2197.909603,0.310852901,0.99909236,0.0000257,0.000164567,0.055825065,1,288,0.084823306,0.00000139,4.012463021,-0.436026875,0.842775422,1.949177684,0.175108558,70,21,0.736236634,0.012267081,0.471017568,-0.003541098,0.251939191,13.44175154,0.973810442,0,,,,,3731,0.821103823,2629,0.672893926,0.855328326,2.241831956,-0.022747647,0.027195712,-0.479780006,0.249297244,0.006539581,84.1648453066528,69.894358646493,75.2697886820953,32.78663576,48.9972893323866,32.7848239
realTweets/Twitter_volume_AMZN.csv,0.540124635,15831,-10835.31805,0.962707285,0.23036024,0.00000322,0.0000719,0.060880052,1,288,0.110828108,0.00000106,-7.737662693,-3.330003104,0.40298104,0.301078099,0.402032283,280,107,0.418314689,0.258385073,0.812561373,0.01465781,0.851856792,2.648968634,0.248188586,0,,,,,2043,0.757500638,3257,0.004547486,0.588705883,1.677963017,-0.342670443,0.130043077,-0.58731445,0.349393174,0.276500411,23.1243737715314,19.6572146503804,19.6233222933718,11.21377532,13.4156623994249,11.48855354
realTweets/Twitter_volume_CRM.csv,0.664397523,15902,-5999.293225,1.031321754,0.625335974,0.0000362,0.000440789,0.1233436,1,288,0.214215028,0.00000116,0.776039624,-12.1916863,0.596265881,0.632145142,0.310065862,18,98,0.533887695,0.149076886,0.668784061,0.018533162,0.080481574,7.07007167,0.634653473,1.5E-20,,,,,3568,0.78931545,4441,0.604371744,0.706529302,1.830166939,-0.263820751,0.090969079,-0.595776328,0.373863061,0.206089574,5.24752612476855,3.52519034627211,3.94361834903874,1.747963385,1.84479931113533,1.649719293
realTweets/Twitter_volume_CVS.csv,,15853,-16591.34605,0.907307143,0.12601497,0.000000922,0.0000257,0.03162886,1,288,0.045403375,0.00000123,4.883771488,-3.603916747,0.285926306,0.182995301,0.189063659,268,279,0.14189004,0.349129057,0.916133051,-0.007707163,0.383166837,2.888105607,0.130989826,2.24E-10,,,,,3385,0.922694183,4728,0.017305146,0.325795331,0.327225465,-0.403145048,0.175330234,-0.605965988,0.375694209,0.027094068,0.528320069981559,0.55629191553565,0.829966202531016,0.394247774,0.517894920800523,0.391551988
