unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,exponential_smoothing,arima,xgboost,random_forest
artificialWithAnomaly/art_load_balancer_spikes.csv,,4032,-1639.435252,1.734169794,0.650203047,8.84E-07,5.12E-06,0.166499867,1,288,0.154500399,5.19E-07,5.40674588,-1.444551671,0.557556291,0.388242177,0.184800506,181,7,0.393272809,0.163190873,0.615622992,0.017855146,0.164389052,1.929793825,0.655321316,1.71E-11,,,,,212,0.862137897,374,0.270884895,0.605996521,0.637075858,-0.130029492,0.109413537,-0.435053529,0.266053017,0.009672171,0.332011123,0.262842996,0.251206367,0.258166335
realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.542712999,4032,-4111.795313,0.209819437,8.97E-07,5.83E-07,2.51E-06,0.002084299,1,288,0.003192154,4.71E-06,1.237211669,1.075043041,-0.155499413,0.043110351,0.299291468,152,157,0.002426266,0.520331534,1.071797601,0.126548503,0.066191045,0.282100524,1.49E-08,7.60E-09,,,,,290,0.938935087,572,0.000132772,-0.040141931,0.00277556,-0.508070942,0.260178505,-0.66523009,0.468611887,0.10938906,0.034856784,0.029461025,0.031775388,0.035966992
realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,,4032,-5479.60826,2.076331182,0.071616811,9.95E-12,4.69E-13,0.014688102,1,288,0.042086379,8.88E-08,3.895185034,-3.540914749,-0.07014396,0.158167237,0.668698972,153,242,0.027829767,1.011344536,1.400671016,0.070231996,0.029476707,0.017492402,0.006071011,0,,,,,5,0.575928747,2248,0.039872993,-0.117574187,0.446556239,-0.580916918,1.108368973,-0.731136412,1.681924481,0.571083415,0.042063963,0.069676364,0.080119028,0.071756285
realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,1.592582768,4032,-6910.25339,31.74280315,0.020787849,0.020787673,0,0.561932224,1,288,0.596348231,3.09E-08,-43.02108744,-8.639987694,-0.517753804,1.453633461,0.225064964,146,121,0.9719233,1.180132285,1.742201861,-0.016032781,0.944387978,0.072827321,0.019717596,0.019717596,,,,,9,0.538840617,1533,0.301557033,0.303369515,2.948069097,-0.680216554,1.842674219,-0.73344015,2.022622005,0.413182416,2.240963548,5.110504521,4.880728415,4.949644936
realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.950879995,4032,-654.9995574,0.489214598,0.999912102,3.79E-06,1.98E-07,0.076765874,1,288,0.113371575,1.38E-07,1.459171914,-0.954877305,0.794555807,1.052135675,0.265194549,48,102,0.733038324,0.073721327,0.371761219,0.028987868,0.067504788,0.355272348,0.999999985,5.74E-11,,,,,505,0.808056242,1691,0.58757708,0.818553721,1.326404929,0.123968788,0.098248401,-0.371219,0.192936864,0.11613036,11.80066671,11.79514925,20.4001357,23.2548257
realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,1.023656474,4034,-62.56596797,1.451361513,0.645012807,3.54E-09,1.22E-06,0.482681164,1,288,0.581725263,1.00E-07,-3.169422618,16.6532916,0.937753614,7.247424409,0.23009618,2,49,1.036640394,0.108017902,0.740144252,0.008338205,1.248846943,3.619412837,0.636477453,0,,,,,320,0.493050017,851,0.970267798,0.969111397,8.553823305,-0.278467337,0.084796412,-0.585180514,0.351370822,0.012095609,2.579870124,2.907281979,6.850494034,22.98832921
realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.089913837,4037,-8.202838257,12.16187545,0.435309713,9.02E-11,9.42E-08,0.83482656,1,288,0.930270257,1.37E-09,34.41739213,31.33220654,0.879669863,6.663387733,0.275183826,126,124,1.22331068,0.314972631,0.993631097,0.014973601,1.939949896,0.34593657,0.419791464,3.08E-13,,,,,456,0.310188135,1638,0.996374584,0.988132705,9.567909014,-0.491751233,0.279253465,-0.680911775,0.529229549,0.32024878,25.58989756,25.65592877,25.37546052,25.37381119
realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,,4032,-4057.127914,0.045319217,1.69E-05,1.16E-05,4.18E-06,0.000147117,1,288,0.000216686,4.98E-06,-0.614996246,0.091003498,-0.114910751,0.033634426,0.335514135,155,158,0.002553127,0.520891082,1.077042175,0.195533754,0.102933487,0.007851632,1.49E-08,3.26E-14,,,,,303,0.938279708,2207,0.000147722,-0.037444066,0.00304154,-0.504269794,0.255190062,-0.665639972,0.469974722,0.200400282,0.028206594,0.030997289,0.030331952,0.031435779
realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.802616194,4032,-992.7870917,0.200876171,0.999886926,8.84E-07,1.70E-07,0.029571669,1,288,0.050512676,4.17E-07,0.518808405,-0.763993834,0.704000761,0.688432632,0.259872154,134,128,0.659280902,0.19231221,0.461801706,0.011612258,0.217334003,0.348291675,0.99999998,2.58E-08,,,,,777,0.846909427,769,0.366378029,0.726202701,0.896081243,0.086053462,0.188678894,-0.326594526,0.247232247,0.084554488,5.316149772,4.181934058,5.850972974,7.336719973
realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,,4730,-3490.599993,1.035370757,0.021986001,0,0,0.018448369,1,288,0.032573414,1.79E-06,3.483063092,-2.680187892,0.220168365,0.065551648,0.194250966,183,86,0.062991588,0.309690553,0.851401406,0.017606843,2.697195932,1.138475385,0.032150111,0,,,,,573,0.925169932,228,0.078362619,0.250537881,0.077008104,-0.369580311,0.154378368,-0.596925318,0.377258405,0.018928579,14953169.05,21297906.15,16568462.48,17479860.86
realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,,4032,-3277.146318,0.374318987,0.189672144,0,0,0.02948414,1,288,0.048799354,1.11E-06,0.794872307,-1.590255153,0.335800815,0.21619007,0.224915684,47,3,0.160580127,0.300444342,0.869718651,-0.003654744,1.204698655,0.802885674,0.197474127,1.79E-13,,,,,507,0.912983446,424,0.095276271,0.367030437,0.315849632,-0.407641508,0.184379095,-0.629771906,0.432613759,0.045451915,18181079.23,24356024.07,39554732.41,47682710.11
realAWSCloudwatch/ec2_network_in_257a54.csv,0.997191869,4034,-4253.857995,0.781227422,0.124508612,1.99E-07,1.08E-06,0.014748067,1,288,0.017302157,7.52E-05,-3.574617579,-0.857935252,0.188241494,0.20900563,0.168303927,206,206,0.201884582,0.5277479,1.127271596,0.006897571,0.115234247,13.08265129,0.11959552,4.58E-11,,,,,2387,0.964428272,972,0.096123173,0.192524927,0.209505465,-0.405548551,0.433715162,-0.532502395,0.569576445,0.02812803,16892.23117,494509.6129,498777.2911,635826.7451
realAWSCloudwatch/ec2_network_in_5abac7.csv,0.857048438,4730,-5126.039828,0.287323209,0.018714409,1.84E-10,5.08E-07,0.014366791,1,288,0.026414951,1.24E-06,0.904949695,-3.449210918,0.00965372,0.008568403,0.178693233,42,64,0.010064646,0.476967626,1.051513746,0.014633135,0.030949119,0.615855969,0.027360172,5.69E-11,,,,,573,0.937374396,2575,0.043917084,0.039701943,0.018030754,-0.498057866,0.260598513,-0.656654994,0.463295924,0.020648539,188886.3418,274236.8127,239869.5196,262730.1869
realAWSCloudwatch/elb_request_count_8c0756.csv,0.83821879,4040,-4307.441063,0.624591904,0.022834045,0,0,0.03687169,1,288,0.055685585,1.67E-07,-2.647330797,2.908049235,0.141720027,0.027659905,0.286835641,238,73,0.085063929,0.413018827,0.972163159,-0.000566494,0.003771831,0.068263782,0.06575406,6.44E-20,,,,,35,0.902863134,1730,0.030620201,0.228100251,0.200516773,-0.440208609,0.200151954,-0.628360754,0.408009459,0.08573876,42.91206544,40.92267729,38.68600458,39.78455248
realAWSCloudwatch/grok_asg_anomaly.csv,1.24649755,4621,-12.70982646,20.71975657,0.406679427,1.43E-10,7.09E-08,1.025455837,1,288,0.958114402,9.15E-10,-44.89016838,-38.00592737,0.763339279,3.847093463,0.177220655,5,225,1.155845705,0.217474661,0.80643256,0.005221202,2.485430176,0.003168566,0.404537226,1.82E-10,,,,,252,0.254063572,1779,0.972018889,0.987205564,9.552268994,-0.347388728,0.13837964,-0.605874138,0.39203519,0.638466373,20.67432112,21.09733504,21.59165,21.64851609
realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.692340084,1243,-106.1615766,0.749118801,0.999999967,1.35E-07,3.87E-10,0.132263949,1,288,0.327319971,1.32E-06,-4.364938013,11.31588452,0.905055641,2.583584793,0.678811546,3,3,1.031682433,0.131364057,0.034519613,-0.014540696,0.092817533,3.139151932,0.999999979,2.83E-11,,,,,280,0.677267408,100,0.884200304,0.926088662,3.152482109,0.297454321,0.180080875,-0.104439337,0.04018238,-0.000728222,1105963.584,1713662.182,1246932.702,1588692.251
realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.166368698,4033,-23.91058273,21.72507706,0.26499908,3.85E-12,3.66E-11,0.95813175,1,288,0.954741781,3.79E-09,45.60223451,31.65547833,0.740570042,4.077701481,0.233923101,210,196,1.403918685,0.552934432,1.109516454,0.063786094,1.637593021,0.116058416,0.233379057,0,,,,,343,0.237848902,1370,0.875011772,0.9755891,9.438413803,-0.58861951,1.618173896,-0.779434673,2.692070209,0.659689923,6.577865251,6.830540881,6.790663294,6.818954283
realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.294493961,4032,-64.77096733,20.10261065,0.39023354,7.02E-11,2.46E-08,0.927939275,1,288,0.911984758,1.73E-07,41.52147028,-9.167862031,0.656470417,1.646788837,0.210733366,83,151,1.093729664,0.247796157,0.795551025,0.016492864,0.863567213,0.093072487,0.334454791,0,,,,,946,0.242292201,1089,0.398551736,0.959303119,8.730560981,-0.277671141,0.202314276,-0.552553502,0.545905967,0.628450695,4.390095362,4.370778211,4.488033677,4.385915138
realAdExchange/exchange-2_cpc_results.csv,0.906113891,1648,-291.6510964,3.322436283,0.662954667,3.69E-10,2.18E-10,0.164412042,1,288,0.484035057,2.54E-08,11.79580062,-2.40289656,0.648381636,0.911623402,0.81239442,9,244,0.745946938,0.027200754,0.444848575,0.015500628,0.320453228,0.07070027,0.999999985,4.96E-14,,,,,20,0.523455816,219,0.33375134,0.84455984,1.723963856,0.019726552,0.033047797,-0.474200381,0.247258506,0.53356396,0.014085523,0.039823446,0.014942436,0.017249894
realAdExchange/exchange-2_cpm_results.csv,0.720425088,1648,-352.407911,0.688889774,0.413818001,1.15E-09,1.32E-09,0.041317719,1,288,0.206695603,6.53E-08,4.616676925,1.809425931,0.424546168,0.343857558,0.840395395,131,172,0.782421409,0.032975613,0.579684192,-0.01062442,0.353325576,0.054246171,0.895547099,4.21E-19,,,,,16,0.483681358,228,0.270601277,0.823061956,2.040337383,-0.122537461,0.066927979,-0.590594407,0.359987209,0.60183812,0.064483533,0.134444564,0.067882853,0.075684219
realAdExchange/exchange-3_cpc_results.csv,0.827409618,1647,-689.7020898,0.784405989,0.248606306,0,0,0.072987159,1,288,0.12822266,4.33E-06,-2.344296093,8.364619301,0.423088624,0.25447061,0.503605223,180,24,0.379640147,0.146087377,0.655175511,-0.054273356,0.513498312,0.414012208,0.598325641,1.43E-08,,,,,35,0.813992716,361,0.243241168,0.595922083,0.603031039,-0.17690224,0.101971264,-0.466518992,0.270492081,0.155810615,0.03015318,0.035637924,0.030289229,0.03456745
realAdExchange/exchange-3_cpm_results.csv,0.898996054,1647,-377.5375958,3.913879296,0.716321533,6.29E-10,1.22E-10,0.143555097,1,288,0.413560217,2.46E-06,9.544831948,12.9576856,0.539185518,0.404425717,0.659569873,43,8,0.591957378,0.044261548,0.49684448,0.009494285,1.757994549,0.272550762,0.91365622,0,,,,,24,0.662637087,257,0.09889846,0.764778989,1.248004749,-0.058559624,0.040519057,-0.454638929,0.217878479,0.290426742,0.184865435,0.407121474,0.274369292,0.238902646
realAdExchange/exchange-4_cpc_results.csv,0.520317035,1647,-1862.138673,1.727023968,0.014715139,1.60E-13,4.14E-09,0.026715953,1,288,0.039067477,2.42E-05,4.808358797,1.054506354,-0.075468178,0.031089337,0.374205322,254,254,0.028190432,0.526489621,1.105442503,-0.01152824,0.344567181,1.962780417,0.012079784,0,,,,,712,0.94154196,287,0.003958305,0.040632547,0.032792275,-0.50457642,0.263658053,-0.670898485,0.492239467,-0.000594679,0.043870824,0.046636207,0.046510339,0.04845371
realAdExchange/exchange-4_cpm_results.csv,0.390779215,1647,-1839.697103,0.18173645,0.006275253,2.64E-12,5.94E-15,0.011182966,1,288,0.013752966,1.47E-05,0.980168545,1.640954462,-0.054893271,0.036187277,0.41689043,254,254,0.024305526,0.526397465,1.110011428,-0.020631958,0.278744022,1.921403308,1.50E-08,3.75E-10,,,,,488,0.94378823,315,0.005726542,0.03055314,0.026502796,-0.504210375,0.263339936,-0.671190536,0.494803736,6.01E-05,0.228933506,0.232101686,0.228177804,0.237535772
realKnownCause/ambient_temperature_system_failure.csv,1.085836179,7888,-157.61918,15.83297467,0.701508671,2.86E-05,0.000113353,0.698238687,1,288,0.752401164,2.59E-09,-27.85618223,-55.60562611,0.925002519,6.2269743,0.250127406,233,170,1.052753973,0.097982668,0.758223374,-0.014149453,0.004126119,0.043476193,0.776196222,6.66E-15,,,,,175,0.322791069,501,0.918206166,0.977310476,8.132260406,-0.268220686,0.099558574,-0.645463574,0.443413833,0.523374593,2.732477827,3.333870874,2.881478177,2.921197928
realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.645124173,18050,-10076.27386,8.482092584,0.061923529,8.21E-18,0.360234754,0.077555824,1,288,0.426950935,1.20E-09,12.60078497,8.67957623,0.342430529,0.139191021,0.833031886,144,283,0.21605167,0.201356507,0.652077053,-0.021727521,1.885469757,0.233056433,0.020525718,2.00E-19,,,,,167,0.473043571,5441,0.656113088,0.434371809,0.20267321,-0.165871949,0.159299989,-0.463257529,0.241087342,0.755176792,7.64096311,13.23334438,13.29075364,13.42404902
realKnownCause/ec2_request_latency_system_failure.csv,0.994541047,4033,-7018.692276,1.397733716,0.02698962,2.83E-09,5.23E-06,0.055182428,1,288,0.088123764,2.57E-06,3.240141274,0.004020195,-0.220254791,0.112982803,0.298236935,229,287,0.092246658,0.753316598,1.044834715,0.027901466,0.244980831,0.510129467,0.030871351,1.03E-11,,,,,29,0.893153853,2275,0.045816039,-0.141437583,0.176783425,-0.619946155,0.493309606,-0.718619595,0.675912997,0.093253242,1.626883862,1.71141047,1.629535958,1.763089555
realKnownCause/machine_temperature_system_failure.csv,0.836840021,22683,-85.74027479,2.41961224,0.719401977,0.10952686,0.001133405,0.722833937,1,288,0.83574182,4.43E-10,-3.883659081,-3.341276378,0.98376169,8.466783292,0.230337511,272,185,1.089679992,0.104299548,0.777000477,-0.000534678,0.025294368,0.357256902,0.717455248,0.109584101,,,,,602,0.457143882,975,0.993367517,0.99690499,9.686593427,-0.24597041,0.091108792,-0.640907831,0.4323983,0.303268898,14.20043571,13.13460768,14.49980503,15.83392737
realKnownCause/nyc_taxi.csv,0.640473181,10320,-1002.464063,0.274078726,0.994251175,0.548911495,0.000655129,0.025582188,1,288,0.135921726,2.32E-09,-2.25986372,-7.617691598,0.962154849,3.209399565,0.718835542,135,11,1.461578393,0.487696657,0.132671557,-0.084744805,0.020086299,0.013128429,0.999999985,0.759958053,,,,,31,0.32613723,1055,0.91490048,0.970498266,3.584998406,0.663221169,0.824126305,-0.234607915,0.16562798,0.738766599,4077.60011,5800.239238,3682.850525,3915.595871
realKnownCause/rogue_agent_key_hold.csv,0.787291975,5338,-785.0763797,4.042016764,0.33363788,5.79E-09,3.93E-07,0.344960386,1,288,0.514592998,3.44E-07,15.34029421,14.67290739,0.713559545,3.172157941,0.219652713,189,252,0.878571653,0.248830741,0.818963044,0.010164452,2.918547435,1.01717206,0.333564456,0,,,,,839,0.614254113,193,0.184470258,0.839621378,5.759927224,-0.336133486,0.134580968,-0.576679255,0.342612585,-0.005958505,0.041431643,0.039584346,0.055103301,0.072797376
realKnownCause/rogue_agent_key_updown.csv,0.372617148,5338,-5588.213147,0.267781465,0.021747176,2.04E-09,1.12E-06,0.010486977,1,288,0.013800247,3.37E-05,1.33250711,2.037920313,0.025735972,0.002162818,0.1881899,274,235,0.00535739,0.470606222,1.030069263,0.000629147,0.044178085,7.310765522,0.021371274,4.27E-15,,,,,1113,0.956881246,427,4.40E-06,0.048595662,0.007918326,-0.4984379,0.249341152,-0.66997575,0.481680135,0.001079032,1.15862369,0.977881063,0.820306072,1.097300015
realTweets/Twitter_volume_AAPL.csv,0.464076504,15902,-2197.909603,0.310852901,0.99909236,2.57E-05,0.000164567,0.055825065,1,288,0.084823306,1.39E-06,4.012463021,-0.436026875,0.842775422,1.949177684,0.175108558,70,21,0.736236634,0.012267081,0.471017568,-0.003541098,0.251939191,13.44175154,0.973810442,0,,,,,3731,0.821103823,2629,0.672893926,0.855328326,2.241831956,-0.022747647,0.027195712,-0.479780006,0.249297244,0.006539581,70.29488827,72.12055941,77.2609213,88.30072171
realTweets/Twitter_volume_AMZN.csv,0.540124635,15831,-10835.31805,0.962707285,0.23036024,3.22E-06,7.19E-05,0.060880052,1,288,0.110828108,1.06E-06,-7.737662693,-3.330003104,0.40298104,0.301078099,0.402032283,280,107,0.418314689,0.258385073,0.812561373,0.01465781,0.851856792,2.648968634,0.248188586,0,,,,,2043,0.757500638,3257,0.004547486,0.588705883,1.677963017,-0.342670443,0.130043077,-0.58731445,0.349393174,0.276500411,18.64805787,18.63458803,14.29583317,21.17834204
realTweets/Twitter_volume_CRM.csv,0.664397523,15902,-5999.293225,1.031321754,0.625335974,3.62E-05,0.000440789,0.1233436,1,288,0.214215028,1.16E-06,0.776039624,-12.1916863,0.596265881,0.632145142,0.310065862,18,98,0.533887695,0.149076886,0.668784061,0.018533162,0.080481574,7.07007167,0.634653473,1.50E-20,,,,,3568,0.78931545,4441,0.604371744,0.706529302,1.830166939,-0.263820751,0.090969079,-0.595776328,0.373863061,0.206089574,2.296792226,2.247366339,2.084032693,2.108771663
realTweets/Twitter_volume_CVS.csv,,15853,-16591.34605,0.907307143,0.12601497,9.22E-07,2.57E-05,0.03162886,1,288,0.045403375,1.23E-06,4.883771488,-3.603916747,0.285926306,0.182995301,0.189063659,268,279,0.14189004,0.349129057,0.916133051,-0.007707163,0.383166837,2.888105607,0.130989826,2.24E-10,,,,,3385,0.922694183,4728,0.017305146,0.325795331,0.327225465,-0.403145048,0.175330234,-0.605965988,0.375694209,0.027094068,0.53618781,0.465795913,0.546461342,0.621100125
realTweets/Twitter_volume_FB.csv,0.56704601,15833,-9274.66325,0.34538909,0.35136736,1.15E-05,0.000118446,0.083015167,1,288,0.174881411,2.28E-06,-1.3836304,2.151679195,0.482543093,0.467006462,0.310706408,242,123,0.422431161,0.216084382,0.7595133,0.0020158,1.030980915,6.088413723,0.350807542,0,,,,,4066,0.825120296,3698,0.042944509,0.612506948,1.485216381,-0.294185279,0.106492149,-0.562152596,0.318729774,0.136978203,9.884983847,10.31203181,7.962719893,14.53704834
realTweets/Twitter_volume_GOOG.csv,0.568842575,15842,-7025.073078,0.264366321,0.391344137,3.26E-06,0.000184337,0.194442193,1,288,0.281621255,1.40E-07,0.55799935,3.020668086,0.558964672,0.980199818,0.310871755,273,150,0.587480946,0.219282198,0.787471277,0.000580467,0.119292723,1.854692649,0.388552413,7.83E-13,,,,,852,0.750970146,3658,0.241944229,0.703732732,2.801680001,-0.336722877,0.122987993,-0.59600272,0.365185335,0.158623731,11.85179234,10.54850539,7.904615212,9.907354169
realTweets/Twitter_volume_IBM.csv,0.621833096,15893,-12537.92704,1.935693409,0.270999999,2.85E-06,2.13E-05,0.112057149,1,288,0.173206222,1.34E-07,10.54533433,4.529800627,0.404918362,0.456146639,0.303081902,199,130,0.390697088,0.293365538,0.882669843,-0.003390421,0.102075262,1.582131142,0.272290284,0,,,,,799,0.821410824,4451,0.259796594,0.546523612,1.468611036,-0.422334508,0.180883944,-0.642918621,0.435343199,0.157777179,4.005229908,3.625778011,3.019771535,3.346025584
realTweets/Twitter_volume_KO.csv,,15851,-17467.74749,1.199072667,0.0982136,3.70E-09,1.71E-09,0.030293282,1,288,0.043797915,8.87E-06,4.663702504,-5.251325286,0.225790719,0.106556505,0.185733566,207,207,0.10137604,0.376540365,0.935683725,-0.000604938,1.159809142,14.60757369,0.101817381,0,,,,,5174,0.94108975,4291,6.08E-05,0.272142189,0.228756366,-0.426140066,0.185761871,-0.62721127,0.405219252,0.027827177,8.392100241,8.678646568,6.522510213,8.487059899
realTweets/Twitter_volume_PFE.csv,0.723352515,15858,-19814.21013,0.31331319,0.093973985,9.74E-07,4.66E-07,0.065459904,1,288,0.114263053,4.50E-08,-0.128889721,0.013047951,0.203089888,0.133332111,0.277973631,4,43,0.203272153,0.407497209,0.986530233,0.017479229,0.043149296,0.412205935,0.111264348,5.37E-20,,,,,492,0.86842303,6091,0.061328838,0.340403021,0.668118013,-0.47247636,0.224956121,-0.656916732,0.456161574,0.144841147,1.005474175,0.949848564,0.850765305,0.9032148
realTweets/Twitter_volume_UPS.csv,,15866,-1919.026104,1.794716839,0.998112178,2.93E-05,0.00025956,0.044177036,1,288,0.059602151,1.10E-07,-8.021017245,1.41584068,0.845302542,1.296071402,0.170343355,154,182,0.848264048,0.122077315,0.276539755,0.012822137,0.027114562,1.660798347,0.999999985,0,,,,,1466,0.835362891,4171,0.690040892,0.853850526,1.394356095,0.220740995,0.187144878,-0.371827008,0.15537427,0.013347109,4.469907502,4.141806723,5.096024048,4.011602086
